,NOME,ENDERECO,QUARTOS,VAGAS,CONDOMINIO,AREA
300,Aluga-se apartamento no Flamboyants - Capim macio,Capim Macio,2,1,0,0
301,"Alugo Kitnet no Bairro Planalto 1/4 R$ 390,00 incluso água e garagem coberta",Planalto,1,1,1,0
302,Apto com 240m² | 3° andar - (elevador) | Sombra no Res. Itatiaia - Capim Macio,Capim Macio,4,2,1,0
303,Apartamento 2 quartos + DCE - Dix.Sept Rosado - Natal,Dix-Sept Rosado,2,1,1,5
304,ALUGO APARTAMENTO 3/4 RES OLIMPO CL5787,Capim Macio,3,1,0,0
305,O padrão que você conhece . Maximum flat 2/4 oportunidade,Ponta Negra,2,1,1,1
306,Cobertura Duplex 600m2 de sofisticação e luxo em Lagoa Nova,Nova Descoberta,4,4,1,0
307,Belíssimo Flat no Ocean View - 1 quarto,Petrópolis,1,1,1,0
308,Apartamento de 1/4 Com Garagem em Ponta Negra ,Ponta Negra,1,1,1,1
309,"Apartamento com 4 dormitórios para alugar, 109 m² por R$ 2.800/mês - Capim Macio - Natal/R",Capim Macio,4,2,1,9
310,"Alugo apartamento em Capim Macio - Maria Bernadete Três quartos, sendo uma suíte",Capim Macio,3,2,0,8
311,"Alugo 1º andar, no panatis , Av. das Fronteiras",Nossa Senhora da Apresentação,2,2,1,0
312,Alugo apartamento 3/4 mobiliado no Residencial Belo Oceano,Ponta Negra,2,2,1,7
313,"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:AP1363",Ponta Negra,2,1,1,0
314,Alugo quartos pra casal,Pajuçara,1,1,1,1
315,"PALAZZO CONCA D'ORO AREIA PRETA 2 suítes, mobiliado, por R$ 2.500,00",Areia Preta,2,1,1,8
316,Cobertura  Duplex Altíssimo Padrão 100%mobiliada,Ponta Negra,1,4,1,0
317,"Apartamento com 2 dormitórios para alugar, 94 m² - Candelária - Natal/RN - AP0359",Candelária,2,2,7,4
318,"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:817253",Neópolis,2,1,0,0
319,Alugo excelente apartamento de 02 quartos em Ponta Negra,Ponta Negra,2,1,1,0
320,Cobertura Top em Lagoa Nova. ,Ponta Negra,4,4,1,0
321,"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:AP0822",Neópolis,2,1,1,0
322,Apto 2 quartos Vila de Ponta Negea,Ponta Negra,2,1,0,9
323,Caminho das Dunas Disponivel para locação,Capim Macio,2,1,1,1
324,"Venha morar em um apto com 240 m², no bairro nobre de Petrópolis",Petrópolis,4,2,1,0
325,Corais de Ponta Negra . chegou a hora de você trazer a sua mudança,Ponta Negra,3,2,1,1
326,Aluga se esse apartamento no pitimbu,Pitimbu,2,1,1,5
327,Aluga-se kitnet-Barro Vermelho ,Barro Vermelho,1,1,0,9
328,Apartamento flat 2 quartos no Litoral Maximo Pnegra,Ponta Negra,2,1,1,7
329,"Apartamento para alugar com 1 dormitórios em Lagoa nova, Natal cod:821252",Dix-Sept Rosado,1,1,0,8
330,Apartamento em Lagoa Nova,Candelária,3,2,1,8
331,Sala Comercial Miguel Seabra Fagundes vizinho ao Forum,Lagoa Nova,2,2,0,0
332,Flat mobiliado em Petrópolis no Ocean View com 1\4 com lindo acabamento,Petrópolis,1,1,0,0
333,Locação Apartamento Mobiliado COD Loc 0815,Tirol,2,1,1,0
334,LC2202 - Apartamento no residencial no Sun Tower!,Pitimbu,2,1,1,8
335,LCAP1270 - Apartamento no residencial Imperial Ponta Negra,Ponta Negra,3,2,1,2
336,Apartamento Com vista para o mar e morro do careca- Aluguel diária ,Ponta Negra,1,1,0,8
337,LCAP2200 - Excelente apartamento no residencial Infinity Areia Preta!,Ponta Negra,1,3,1,6
338,LCFL0172 - Flat totalmente mobiliado em Ponta Negra!,Ponta Negra,1,1,1,5
339,LCFL0101 - excelente Flat Ocean View!,Petrópolis,1,1,1,0
340,Apartamentos na praia do meio em Promoção,Praia do Meio,1,1,2,4
341,Apartamento- Kitnet- Creci 1912 - Planalto,Planalto,1,1,1,0
342,Ótimo kitnet em Ponta Negra,Ponta Negra,1,1,1,0
343,"Apartamento com 3 dormitórios para alugar, 215 m² por R$ 6.000,00/mês - Petrópolis - Natal",Petrópolis,3,1,1,5
344,Aluga-se flat mobiliado em ponta negra ,Ponta Negra,1,1,1,1
345,Oportunidade em Capim macio. Disponivel para locação,Capim Macio,3,1,1,1
346,Alugo apto ,Pitimbu,1,1,0,0
347,Apto 3/4 sendo 2 suítes + Dependência 2 vaga coberta,Tirol,3,2,0,0
348,Residencial Luxu´s,Ponta Negra,1,1,1,0
349,Kitnets no conjunto\ nova natal zona norte,Lagoa Azul,1,1,1,3
350,Kitnet Alecrim Av 6 - Creci 1912,Alecrim,1,1,1,0
351,"Giovanni Bellini, Lagoa Nova - Apartamento 3/4 sendo 03 suítes com 109m², para alugar",Lagoa Nova,3,2,1,9
352,"Apartamentos em Lagoa Nova, Natal/RN, vizinho UnP da Nascimento Castro",Lagoa Nova,1,1,1,6
353,"Apartamento para alugar com 1 dormitórios em Neópolis, Natal cod:11182",Neópolis,1,1,1,0
354,Alugo apartamento em Tirol,Cidade Alta,3,2,0,5
355,Apartamento 2 quartos para alugar - Capim Macio - Natal/RN.,Capim Macio,2,1,0,5
356,Apartamento com 3 quartos em Tirol,Tirol,3,1,1,0
357,Aluga-se flat ponta negra,Ponta Negra,1,1,1,4
358,Kit-Net Básico ,Nossa Senhora da Apresentação,1,1,0,1
359,"Apartamento com 3 dormitórios para alugar, 101 m² por R$ 3.900,00/mês - Ponta Negra - Nata",Ponta Negra,3,3,1,1
360,Condomínio Fênix,Lagoa Nova,1,1,1,1
361,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:AA-7205",Barro Vermelho,1,1,1,1
362,"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:EI23024",Capim Macio,2,1,0,5
363,Flat no Quality Suites Natal  apartamento,Candelária,1,1,1,2
364,"Alugo apartamento 1 quarto, R$ 750,00",Capim Macio,1,1,1,5
365,"Apartamento para alugar com 2 dormitórios em Cidade alta, Natal cod:EI10882",Cidade Alta,2,1,0,0
366,"Apartamento com 3 dormitórios para alugar, 75 m² por R$ 1.800,00/mês - Dix-Sept Rosado - N",Dix-Sept Rosado,3,2,1,5
367,"Apartamento para alugar com 2 dormitórios em Ribeira, Natal cod:11061",Ribeira,2,1,0,5
368,"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:AA-7203",Capim Macio,2,1,8,8
369,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,1,1,0
370,Apartamento no Condomínio Açaí Flat ponta negra com internet e maquina de lavar,Ponta Negra,1,1,0,6
371,"Apartamento com 2 dormitórios para alugar, 68 m² por R$ 1.150,00/mês - Capim Macio - Natal",Capim Macio,2,1,1,8
372,Apartamento mobiliado de 2 quartos,Ponta Negra,2,1,0,5
373,Kit Net ou Sala Comercial - Em Ponta Negra - Praça do Gringos,Ponta Negra,1,1,1,0
374,Sala no Tirol Way Office - Bairro Tirol - taxas inclusa,Tirol,1,1,1,6
375,Kitnet ,Cidade Nova,1,1,1,1
376,Apto em Candelaria,Candelária,3,2,0,5
377,Oferta - Marie Galante em Lagoa Nova - Aluga,Candelária,3,3,1,8
378,Kitnet pra ALUGAR ,Lagoa Azul,1,1,1,1
379,"Alugo Excelente Flat no Ocean View R$: 2.000,00/Mensal",Petrópolis,1,1,1,0
380,Kitnet e Apartamento próximo à UFRN,Lagoa Nova,1,1,1,1
381,Kitnet bem localizado no bom pastor.,Bom Pastor,1,1,1,1
382,AP1454 Apartamento Residencial / Barro Vermelho,Barro Vermelho,2,1,1,7
383,"Apartamento em Ponta Negra, Natal/RN",Neópolis,2,1,0,5
384,"Residencial Cristallo, Ponta Negra - Apto mobiliado 2/4 sendo 1 suíte, para alugar",Ponta Negra,2,1,1,0
385,Aluguel em Candelária R6 - Cl,Candelária,4,1,1,0
386,Alameda dos Eucaliptos ,Neópolis,2,1,1,1
387,"Aluga-se apto no cond. Solar das Nações 800reais, já incluso taxas",Candelária,2,1,0,5
388,Aluga-se Apto cond. Araguaia com 3 quartos R$ 1.200mil reais,Lagoa Nova,3,1,0,8
389,Aluga-se kit Net no bairro satélite com 1 suíte. cozinha americana. R$ 550reais,Pitimbu,1,1,1,1
390,Condomínio Praia do Forte,Ponta Negra,2,1,0,8
391,Alugo Kitnet em Lagoa Nova (Próximo a UFRN e UNP),Lagoa Nova,1,1,1,5
392,Me alugue! Sou um kitnet novinho com versão à partir de R$ 750,Lagoa Nova,1,1,1,9
393,Uma Lindeza Mobilado Em Tirol Flat,Petrópolis,1,1,1,6
394,Apartamento andar alto Sun Tower/pitimbu/satelite/,Pitimbu,2,2,1,9
395,"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:AP1402",Ponta Negra,2,1,1,8
396,"Sou um apartamento no 13 andar do Quatro Estações disponível por R$ 1.590,00",Candelária,2,1,1,7
397,Alugo apartamento na cidade Alta,Cidade Alta,2,1,1,5
398,Apartamento Super bem Localizado em Capim Macio,Capim Macio,2,1,0,5
399,Duna Barcane mobiliado,Ponta Negra,2,2,1,6
400,Locação ? Condomínio Brasil Colônia em Lagoa Nova - 120 m² 03 Suítes,Lagoa Nova,3,2,1,0
401,Vila do Mar - Codomínio Praia do Forte - Unidade 303 (Ponta Negra),Ponta Negra,2,1,1,8
402,Kitnet Mirassol,Capim Macio,1,1,1,8
403,Kitnets  em Neópolis. ,Neópolis,1,1,1,1
404,Flat Mobiliado Aluguel Lagoa Nova,Lagoa Nova,1,1,1,0
405,Apartamentos para estudantes Capim Macio ,Capim Macio,2,1,0,5
406,Palazzo Ponta Negra.  Oportunidade,Capim Macio,4,3,1,1
407,Sua Nova opção de investir ou morar Ponta Negra,Ponta Negra,2,1,1,1
408,Excelente Apartamento 3/4 sendo 3 suítes no cond. Imperial de Ponta Negra,Ponta Negra,3,2,1,2
409,Apartamento com 3\4 em ponta negra em condomínio Club muito ventilado,Ponta Negra,3,2,0,0
410,"Apartamento Mobiliado Alto Padrão com 4 suítes em Areia Preta, Cond Infinity Areia Preta",Ponta Negra,1,3,1,6
411,"Apartamento em Ponta Negra (10º andar, ventilado, 2/4 sendo 01 suíte, R$ 1.500 reais)",Pitimbu,2,1,0,6
412,Apartamento em candelária divisa com lagoa nova com 3\4 com acabamento de alta qualidade,Candelária,3,2,0,7
413,Kitnets /Ap. 1 Quarto - Mobiliados em P. Negra,Ponta Negra,1,1,0,0
414,Studio em Ponta-Negra em Hotel super novo,Ponta Negra,1,1,1,7
415,"Apartamento para alugar com 2 dormitórios em Nova descoberta, Natal cod:11277",Nova Descoberta,2,1,1,5
416,(Leia a descrição) Apto para aluguel em Ponta Negra.,Ponta Negra,2,1,0,4
417,Alugo Apartamento no top life 2 quartos ,Nossa Senhora da Apresentação,2,1,0,7
418,Alugo apartamento na zona sul de Nata RN,Capim Macio,3,1,0,5
419,"Apto 3/4 + dependência, condomínio excelente 3000,00 incluso taxas",Neópolis,3,2,1,5
420,"Apartamento com 3 quartos, 267 m², aluguel por R$ 2.000/mês",Petrópolis,1,1,1,7
421,Excelente Apartamento 3/4 em ponta negra Terramaris Club Condominium,Ponta Negra,3,2,1,1
422,Apartamento 1 quarto proximo midway e unp,Lagoa Seca,1,1,0,1
423,Aluga-se apartamento em lagoa nova,Cidade da Esperança,3,2,0,5
424,Apartamento Pertinho do Max Supermercado COD Loc 0812,Lagoa Nova,1,1,1,0
425,Apartamento,Pitimbu,2,1,1,9
426,Residencial Áurea Guedes (Praia de Ponta Negra-RN),Ponta Negra,2,1,1,2
427,Alugo excelente apartamento no Residencial Mar del Plata! 84.99125-14-05,Planalto,2,1,0,5
428,"Alugo apartamento no residencial Sun Set, em neópolis!",Ponta Negra,1,1,1,0
429,"Alugo apartamento no condominio, sun tower, projetado, lindo apartamento!",Pitimbu,2,1,1,8
430,Kitnet UFRN,Capim Macio,1,1,1,0
431,Alugo apt 3 quartos no tirol,Tirol,3,2,0,0
432,Apart mobiliado ,Ponta Negra,2,1,1,1
433,Lindo apartamento alto padrão ,Ponta Negra,1,1,1,1
434,Apartamento no condominio villagio Verita,Pitimbu,2,1,1,1
435,"Alugo apto no condomínio Terramaris com 2/4 suite Ponta Negra R$ 1.300,00",Ponta Negra,2,1,1,5
436,Aluguel Flat Ponta Negra,Ponta Negra,1,1,1,6
437,Apartamento Mobiliado- Creci 1912- Petropolis,Petrópolis,2,1,1,0
438,Apartamento 2/4 em Ponta negra - Cond. Ecogarden,Ponta Negra,2,1,1,0
439,Apartamento Mobiliado - Cond Luis Barros - Creci 1912,Petrópolis,3,1,1,0
440,Aluguel Apto Pallacios,Tirol,2,1,1,6
441,"Apartamento com 2 quartos, 65 m², aluguel por R$ 1.240/mês",Capim Macio,2,1,1,5
442,Procuro uma moça pra dividir um apartamento,Nossa Senhora da Apresentação,2,1,1,1
443,Apartamento de 3 quartos Condomínio Áurea Guedes,Ponta Negra,3,2,1,7
444,Apartamento para alugar satéite,Pitimbu,1,1,1,5
445,Condomínio Reserva das Praias,Ponta Negra,2,1,1,0
446,R$ 1.500 Aluguel - Apartamento em Ponta Negra - 1 suíte - Kiwi Flat - 36m²,Ponta Negra,1,1,0,0
447,Flat em ponta negra próximo da av engenheiro roberto freire com 1\4,Ponta Negra,1,1,0,0
448,Alugo apartamento no Serrambi II,Ponta Negra,2,1,1,6
449,Aluguel ,Planalto,2,1,1,1
450,AP 2 quartos próximo a UFRN em Mirassol (fone/wpp *37),Capim Macio,2,1,0,0
451,Alugo Excelente apartamento de 03 quartos no Caravelle,Barro Vermelho,3,1,1,0
452,"Apartamento com 3 dormitórios para alugar, 93 m² por R$ 1.700,00/mês - Capim Macio - Natal",Capim Macio,3,2,1,3
453,Aluga-se,Dix-Sept Rosado,1,1,0,1
454,Apartamento com 3 suítes,Ponta Negra,3,3,1,1
455,Aluguel Res Elza Chaves - Neópolis,Neópolis,3,2,1,7
456,Cond. Torre Imperial,Lagoa Nova,4,3,1,0
457,Aluga-se apartamento mobiliado no Duna Barcane - Ponta Negra,Ponta Negra,2,1,1,6
458,ALUGO KITNETES DE RS 570 A RS 780,Ponta Negra,1,1,1,5
459,Apartamento Mobiliado - Capim Macio,Capim Macio,2,1,1,6
460,Alugo Flat Mobiliado em Ponta Negra.,Ponta Negra,1,1,1,5
461,Condominio Costa Atlantico - Ponta Negra,Ponta Negra,1,1,1,0
462,S0107 - Apartamento com 2/4 para Alugar por R$ 1.900/Mês - Ponta Negra,Ponta Negra,2,1,1,9
463,Condomínio Parque das Pedras - 3 Quartos,Candelária,3,1,1,5
464,Cód. 7969 - Cond. Marina Praia Sul I,Capim Macio,3,1,0,5
465,Cond. Morada dos Colibris,Capim Macio,3,1,1,5
466,"Apartamento 3 quartos,1 vaga ,92 m², bairro redinha, condomínio Riverside",Redinha,3,1,1,2
467,Cond. Tereza Campos,Lagoa Nova,3,3,1,6
468,"AP 3 quartos em Mirassol próximo a UFRN (agua, iptu, condomínio e internet inclusos)",Capim Macio,3,1,0,0
469,"Alugo Ótimo Apartamento no Condomínio Residencial Lilac, Lagoa Nova, Natal, RN",Dix-Sept Rosado,1,4,1,0
470,Cód. 11277 Cond. Abalone - Semi-mobiliado,Nova Descoberta,2,1,1,6
471,Kitnet com 3 cômodos mobiliado em Mirassol (próximo ao campus da UFRN),Capim Macio,1,1,1,5
472,Excelente Apt. em Lagoa nova 3/4,Lagoa Nova,3,2,0,0
473,Residencial Áurea Guedes - Apartamento de 3 Quartos em Ponta Negra,Ponta Negra,3,2,1,7
474,Suítes Mobiliada,Ponta Negra,1,1,1,1
475,"S0479 - Apartamento com 2 Quartos para Alugar, 48 m² por R$ 1.800/Mês",Tirol,2,1,1,8
476,Apartamento no Sun Towers - 55 m2,Pitimbu,2,2,1,5
477,HC - APTO LAGOA NOVA 3/4 + DEP,Lagoa Nova,3,1,0,0
478,Excelente apto 3/4 sendo 1 suítes em Capim Macio no Edifício Maria Bernadete,Capim Macio,3,2,1,8
479,"Apartamento com 2 dormitórios para alugar, 53 m² por R$ 1.500,00/mês - Ponta Negra - Natal",Ponta Negra,2,1,1,3
480,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821181",Dix-Sept Rosado,2,1,0,1
481,Apartamento de luxo com 2 quartos em PONTA NEGRA ZAP. 84. *,Ponta Negra,2,1,0,0
482,Quitinetes oferta,Lagoa Nova,1,2,1,1
483,Alugo Kitnet em Candelária,Candelária,1,1,1,1
484,Alugo Apartamento,Cidade Alta,2,1,1,1
485,Alugo Apt 3 Q mobiliado lagoa nova,Lagoa Nova,3,1,0,0
486,Ahaed Capim Macio . Locação imperdível,Capim Macio,2,2,1,1
487,"Aludo apartamento com 3 quartos em Capim Macio, Remax Gama",Capim Macio,3,2,1,5
488,Apartamento 4 dormitórios sendo 3 suíte com 198 m² para locação em Lagoa Nova,Nova Descoberta,4,3,1,0
489,Apto 2/4 Mobiliado em Ponta Negra - Excelente Oportunidade ,Ponta Negra,2,1,1,1
490,Apartamento 2 quartos -Dix Sept Rosadol - Natal/RN,Dix-Sept Rosado,2,1,0,5
491,Alugo apartamentos em prédio localizado próximo à praia de Ponta Negra,Ponta Negra,2,1,1,3
492,Duna Barcane mobiliado e vista mar!,Ponta Negra,2,1,1,6
493,Apartamento de 3/4: excelente opprtunidade!!,Cidade Alta,3,2,0,8
494,Locação 3/4 em Ponta Negra,Ponta Negra,3,2,1,6
495,Aluguel Apartamento Mobiliado Ponta Negra Natal RN,Ponta Negra,1,1,0,6
496,Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,Ponta Negra,2,1,1,5
497,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,Capim Macio,3,1,1,0
498,Apartamento 1/4 C/Garagem em Ponta Negra,Ponta Negra,1,1,1,1
499,PROCURA-SE CASA/APTO PARA ALUGAR,Pajuçara,2,1,0,0
500,Kitnet aluguel,Lagoa Nova,1,1,1,0
501,LM-1358 - Apartamento bem localizado - Ponta Negra,Ponta Negra,2,1,1,0
502,Residencial planalto gardens,Planalto,2,1,1,4
503,LM-AP2199 - Apartamento Amplamente Sofisticado em Jardins do Alto,Tirol,2,1,1,0
504,"Alugo apartamento tipo flat, em capim macio, com dois ambientes ",Capim Macio,1,1,1,5
505,AR Alugo apartamento residencial Jiqui,Neópolis,2,1,0,8
506,Apt 3 quartos Capim macio,Capim Macio,3,1,0,3
507,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI23028",Lagoa Nova,3,3,0,0
508,Apartamento com 4 quartos para locação em Tirol,Barro Vermelho,4,2,1,0
509,LM2150-Luxuoso Condomínio Palazzo Ponta Negra,Capim Macio,3,3,0,0
510, aluguel Apartamento próximo ao shopping mydway,Lagoa Nova,1,1,0,0
511,Casa 1 quarto cond. Zona norte,Redinha,1,1,1,1
512,Vendo ou alugo! Apt. no NASHVILLE Lagoa nova Natal,Lagoa Nova,1,1,0,0
513,Excelente apartamento em Tirol com 2 quartos ,Tirol,2,1,0,7
514,Alugo kit Net No Bom Pastor,Bom Pastor,1,1,1,1
515,Flat Mobiliado Aluguel - Lagoa Nova,Lagoa Nova,1,1,1,0
516,Excelente apartamento em Tirol,Tirol,3,2,1,0
517,"Flat mobiliado em Ponta Negra, em excelente localização na Roberto Freire",Ponta Negra,1,1,1,7
518,Ocean View II!,Areia Preta,1,1,1,6
519,Apartamento de 2 quartos com suíte e móveis planejados no planalto,Planalto,2,1,1,5
520,Aluga-se FLAT,Ponta Negra,1,1,1,1
521,Estrela do Atlântico (Andar alto),Ponta Negra,2,1,1,9
522,Serrambi 3,Neópolis,2,1,1,1
523,Apartamento,Ponta Negra,2,1,0,7
524,Apto 5° andar em tirol/ e pra de cotovelo  mobiliado.,Tirol,3,1,1,1
525,Apartamento para locação em capim macio próximo do praia shopping ,Capim Macio,3,2,0,0
526,"Apartamento para alugar com 2 dormitórios em Cidade da esperança, Natal cod:10927",Cidade da Esperança,2,1,8,3
527,"Aluga-se apartamento em Capim-macio, 2 dormitórios",Capim Macio,2,1,0,0
528,"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.100/mês - Candelária - Natal/RN",Candelária,2,1,0,6
529,"Apartamento com 2 dormitórios para alugar, 57 m² por R$ 1.400,00 - Neópolis - Natal/RN",Neópolis,2,2,1,7
530,"Apartamento para Locação em Natal, Ponta Negra, 2 dormitórios, 1 suíte, 3 banheiros, 2 vag",Ponta Negra,2,2,1,0
531,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3537",Alecrim,1,1,0,5
532,"Apartamento para alugar com 3 dormitórios em Neópolis, Natal cod:AP1634",Neópolis,3,1,1,7
533,Apartamento em Ponta Negra ,Ponta Negra,1,1,1,5
534,"Apartamento para Locação em Natal, Ponta Negra, 3 dormitórios, 1 suíte, 3 banheiros, 2 vag",Ponta Negra,3,2,1,0
535,VR-Locação Flat Mobiliado 78m² a 200m da Praia de Ponta Negra,Ponta Negra,1,1,1,8
536,"VR-Flat Com ou Sem Mobília Próximo ao Praia Shopping Entrada em Novembro, Reserve o Seu",Capim Macio,1,1,1,0
537,Residencial Estrela do Atlântico (Mobiliado),Ponta Negra,2,1,1,0
538,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:AA-7201",Barro Vermelho,1,1,1,1
539,"AP 2 quartos na AV Romualdo Galvão, Plano 100 (Villagio di Roma)",Lagoa Nova,2,1,0,0
540,Alugo primeiro andar,Potengi,2,1,1,1
541,"Locação Apart. condominio Veritá (2º andar, 2/4, R$ 750 reais) - Cidade Satélite",Pitimbu,2,1,1,0
542,Condomínio Green Tower alugar,Lagoa Nova,3,1,0,2
543,Apartamento 2/4 - Condomínio Sun Towers,Pitimbu,2,1,0,6
544,Apartamento com 2 quartos no Residencial Nizário Gurgel,Petrópolis,2,1,1,2
545,"Locação no Jardim Satélite 2/4 R$ 700,00 - Cidade satélite",Pitimbu,2,1,0,6
546,Duna Barcane mobíliado (2 vagas de garagem),Ponta Negra,2,2,1,6
547,Alugo apartamento no Estrela do Atlântico mobiliado 12° andar,Ponta Negra,2,1,0,9
548,Kitnet com garagem coberta zona norte,Redinha,1,1,1,1
549,Apt em lagoa nova,Lagoa Nova,2,1,1,2
550,Apartamento mobiliado em Ponta Negra ,Ponta Negra,2,1,0,4
551,Estrela do Atlântico - Andar Alto - aceita financiamento,Ponta Negra,2,1,1,9
552,Kitnet (Lagoa Nova),Lagoa Nova,1,1,1,0
553,"Apto mobilhado de 2 quartos para alugar, Bairro de Candelária em Natal RN",Candelária,2,1,1,6
554,"Apto 3/4 próximo ao Midway, IFRN e Unp, taxas inclusas",Lagoa Nova,3,1,0,1
555,Traga hoje mesmo sua mobília More em Ponta Negra,Ponta Negra,1,1,1,7
556,"Condomínio Giorgio - Apto 3/4 com suite de 115 m², dependência por 1.500, Tirol, Natal",Tirol,3,1,0,5
557,Alugo Cobertura no Vita Residencial Clube,Pitimbu,4,3,1,6
558,"Alugo apartamento no condomínio serrambi 1, 2/4 suite R$ 730",Neópolis,2,1,1,8
559,"Apartamento para Locação em Natal, Capim Macio, 2 dormitórios, 1 banheiro, 1 vaga",Capim Macio,2,1,1,5
560,Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,Ponta Negra,2,1,1,5
561,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:4170",Alecrim,1,1,0,0
562,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:6846",Lagoa Nova,3,1,0,7
563,"Apartamento para alugar com 2 dormitórios em Petrópolis, Natal cod:2824",Petrópolis,2,1,0,6
564,"Alugo Kitnet em Felipe Camarão 1/4 360,00 Não paga água",Felipe Camarão,1,1,1,0
565,"Apartamento em Ponta Negra, 3 Quartos. Condominio Corais de ponta negra",Ponta Negra,3,2,1,0
566,"Apt 3/4 Lagoa Nova R$ 900,00",Lagoa Nova,3,1,0,8
567,Apartamento para locação jardins do alto aluguel duplex em tirol,Tirol,2,1,1,4
568,"Apartamento com 3 dormitórios para alugar, 100 m² por R$ 1.500,00/mês - Petrópolis - Natal",Petrópolis,3,1,0,0
569,Kit net Cidade Alta,Cidade Alta,1,1,1,9
570,Green Hill!,Tirol,2,1,1,6
571,Apartamento super ventilado e com vista Livre,Lagoa Nova,3,3,1,1
572,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821178",Dix-Sept Rosado,2,1,0,1
573,Ótimo Apto 2/4 Em Candelária - Andar Alto ,Barro Vermelho,2,1,1,5
574,AP0400 Apartamento Residencial / Lagoa Nova,Lagoa Nova,4,3,1,0
575,Apartamento 3 Quartos em Lagoa Nova,Lagoa Nova,3,2,1,5
576,Aluguel kit net ,Alecrim,1,1,1,5
577,Apartamento no Barro Vermelho - Incluso Taxas - 60m² 2Qts Suite,Barro Vermelho,2,1,1,0
578,Apart pra alugar ,Nossa Senhora de Nazaré,2,1,1,1
579,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3528",Alecrim,1,1,0,5
580,Excelente apartamento em Candelária - Cond Roberto Chaves,Candelária,2,2,1,5
581,Alugo apto. mobiliado no cond. Estrela do Atlântico,Ponta Negra,2,1,5,0
582,Aluga-se Apartamento lagoa nova valor 2500 incluso IPTU E CONDOMÍNIO INFORMAÇÕES *,Lagoa Nova,3,2,0,6
583,Apartamento Beira-mar,Areia Preta,2,1,1,0
584,Excelente 3/4 no Tirol,Tirol,3,2,1,0
585,Apartamento para alugar no Blue Ocean Ponta Negra andar alto,Ponta Negra,2,1,1,7
586,Apto 2/4 em Petrópolis,Petrópolis,2,1,1,8
587,1 Andar Morro Branco alugar,Nova Descoberta,2,1,0,1
588,"Apartamento com 2 dormitórios para alugar, 57 m² por R$ 1.650/mês - Tirol - Natal/RN",Tirol,2,1,1,7
589,Alugo apartamento no condomínio residencial mirante da lagoa,Nossa Senhora da Apresentação,2,1,2,2
590,PR - Apartamento para locação no condomínio Veritá,Pitimbu,2,1,1,5
591,"Apartamento no Tirol para locação, com 92m² por R$ 2.500,00",Tirol,3,2,1,2
592,"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:10209",Neópolis,2,1,0,5
593,"Apartamento para Locação em Natal, Tirol, 5 dormitórios, 4 suítes, 1 banheiro, 3 vagas",Tirol,1,3,1,1
594,"Apt° 65m, 2/4 + Dependencia, Sombra - Ao Lado do Praia Shopping R$1.000,00",Capim Macio,2,1,1,5
595,Apartamento no Condomínio Aurea Guedes com 3 Quartos,Ponta Negra,3,2,1,7
596,Kitnet ao lado do Serrambi 2 próximo ao favorito Airton Senna.,Ponta Negra,1,1,0,0
597,Metropolis ,Candelária,2,1,1,7
598,Ponta Negra_ AP 16 andar_vista p Mar,Ponta Negra,2,1,1,4
599,Alugo Apartamento mobiliado no Condomínio Estrela de Natal,Pitimbu,2,1,0,0
600,Kitnet bem localizado na Principal rua do Planalto,Planalto,2,1,1,0
601,3 suites no Alto da Candelária,Candelária,3,3,1,0
602,Apartamento mobiliado no Petrópolis Residence,Praia do Meio,1,1,0,8
603,Apartamento no sun set em Neópolis relativamente próximo do favorito e av Ayrton Senna,Neópolis,2,1,0,7
604,Ótimo apartamento para Locação no Tirol 4 quartos,Tirol,4,2,1,0
605,Lindo apartamento com moveis o projetados próximo da br 101 em satélite Sun Tower,Pitimbu,2,1,0,7
606,X - Locação apartamento 3 qts com suite na antonio basilio,Lagoa Nova,3,1,1,3
607,Duna Barcane O.F.E.R.TA D.E L.O.C.A.Ç.Ã.O Ponta Negra,Ponta Negra,2,1,1,5
608,"Apartamento para alugar com 1 dormitórios em Lagoa nova, Natal cod:3919",Lagoa Nova,1,1,0,6
